,TIMELINE,KM_ESTIMATE
0,0.0,1.0
1,1.8466742613506741,1.0
2,1.8521499629249383,0.9993328885923948
3,1.8548878137120703,0.9986653315525861
4,1.8603635152863347,0.9986653315525861
5,1.8631013660734668,0.9979964331389538
6,1.874052769221995,0.9979964331389538
7,1.876790620009127,0.9979964331389538
8,1.8795284707962594,0.9966550400836598
9,1.8877420231576556,0.9966550400836598
10,1.9041691278804482,0.9966550400836598
11,1.9096448294547124,0.9966550400836598
12,1.9123826802418444,0.9966550400836598
13,1.9151205310289767,0.9966550400836598
14,1.9178583818161088,0.9953072983120796
15,1.928809784964637,0.9946334274262892
16,1.9315476357517691,0.9946334274262892
17,1.9342854865389014,0.9946334274262892
18,1.9370233373260335,0.9939586421973707
19,1.9397611881131656,0.9939586421973707
20,1.9452368896874297,0.9939586421973707
21,1.9671396959844865,0.9939586421973707
22,1.978091099133015,0.9939586421973707
23,1.980828949920147,0.9939586421973707
24,1.9863046514944112,0.9939586421973707
25,1.9890425022815434,0.9939586421973707
26,1.9972560546429396,0.9939586421973707
27,2.002731756217204,0.9925970550162785
28,2.013683159365732,0.991916261425732
29,2.0191588609399966,0.9912350002571707
30,2.0218967117271287,0.9905537390886087
31,2.0492752195984494,0.9905537390886087
32,2.054750921172714,0.9898715395437819
33,2.06296447353411,0.9891888695165102
34,2.0711780258955064,0.9885061994892385
35,2.0766537274697705,0.9885061994892385
36,2.0793915782569026,0.9885061994892385
37,2.0821294290440346,0.9878221121539513
38,2.0848672798311667,0.9864539374833785
39,2.087605130618299,0.9864539374833785
40,2.0930808321925634,0.9864539374833785
41,2.0985565337668275,0.9864539374833785
42,2.112245787702488,0.9864539374833785
43,2.11498363848962,0.9864539374833785
44,2.123197190851016,0.9857655537168165
45,2.1259350416381486,0.9857655537168165
46,2.1286728924252807,0.9843858958389764
47,2.134148593999545,0.9843858958389764
48,2.136886444786677,0.9830043015992018
49,2.139624295573809,0.982313018686685
50,2.145099997148073,0.9816212489552151
51,2.147837847935205,0.9816212489552151
52,2.1505756987223372,0.9809289913748519
53,2.1533135495094693,0.9809289913748519
54,2.1560514002966014,0.9809289913748519
55,2.1587892510837334,0.9809289913748519
56,2.161527101870866,0.9802347741127321
57,2.16700280344513,0.9802347741127321
58,2.172478505019394,0.9795400648468832
59,2.1806920573807904,0.9795400648468832
60,2.1834299081679225,0.9788443687781001
61,2.1861677589550546,0.9781486727093169
62,2.1916434605293187,0.9774524814831893
63,2.1971191621035833,0.976756290257062
64,2.1998570128907153,0.976756290257062
65,2.2053327144649795,0.976756290257062
66,2.2108084160392436,0.976756290257062
67,2.2135462668263757,0.976756290257062
68,2.21902196840064,0.976756290257062
69,2.221759819187772,0.9753589278961793
70,2.224497669974904,0.9753589278961793
71,2.229973371549168,0.9753589278961793
72,2.2354490731234327,0.9753589278961793
73,2.240924774697697,0.9746582390111961
74,2.251876177846225,0.9746582390111961
75,2.257351879420489,0.9746582390111961
76,2.273778984143282,0.9739550223885329
77,2.276516834930414,0.9732507888220915
78,2.2902060888660745,0.9732507888220915
79,2.2929439396532065,0.9732507888220915
80,2.2956817904403386,0.9732507888220915
81,2.2984196412274707,0.9732507888220915
82,2.3011574920146027,0.9732507888220915
83,2.303895342801735,0.9725434844697496
84,2.3093710443759994,0.9725434844697496
85,2.3121088951631315,0.9725434844697496
86,2.3175845967373956,0.9725434844697496
87,2.3203224475245277,0.9718330801713787
88,2.3230602983116597,0.9718330801713787
89,2.334011701460188,0.9718330801713787
90,2.339487403034452,0.9718330801713787
91,2.3477009553958488,0.9718330801713787
92,2.350438806182981,0.9718330801713787
93,2.358652358544377,0.9718330801713787
94,2.361390209331509,0.9711179712087807
